,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_15,0,23.8563,1.6329,1.0483
1,df_to_dp_16,0,38.0171,1.6045,0.9527
2,df_to_dp_17,0,30.1657,2.8109,1.8169
3,df_to_dp_18,0,34.5770,1.4621,0.9615
4,df_to_dp_19,0,46.5292,1.3406,0.8870
5,df_to_dp_20,0,12.5866,2.1421,1.5098
6,df_to_dp_21,0,67.6558,1.4747,1.0202
7,df_to_dp_22,0,56.1872,1.3849,0.9072
8,df_to_dp_23,0,45.7725,0.8853,0.6383
9,df_to_dp_24,0,2.9395,0.6829,0.7321
10,df_to_dp_25,0,33.1884,1.9626,1.2348
11,df_to_dp_26,0,17.6617,1.0714,0.6419
12,df_to_dp_27,0,25.8528,1.6103,1.0326
13,df_to_dp_28,0,22.9846,1.4811,1.0509
14,df_to_dp_29,0,40.0696,0.9664,0.8657
15,df_to_dp_30,0,8.3839,4.3250,5.5159
16,df_to_dp_31,0,12.8854,2.4082,1.4978
17,df_to_dp_32,0,37.8177,1.2272,0.7684
18,df_to_dp_33,0,43.7110,0.7230,0.7030
19,df_to_dp_34,0,10.9624,3.0443,2.0224
20,df_to_dp_35,0,11.3104,2.0765,1.4367
21,df_to_dp_36,0,31.0815,1.2911,1.0532
22,df_to_dp_37,0,10.0365,1.8943,1.1337
23,df_to_dp_38,0,47.7449,6.1452,5.3181
24,df_to_dp_39,0,12.6828,11.1246,21.4855
25,df_to_dp_40,0,54.9469,1.0563,0.8807
26,df_to_dp_41,0,2.1507,12.5338,15.1151
27,df_to_dp_42,0,27.3841,1.1898,1.8831
28,df_to_dp_43,0,21.8678,3.7029,3.3679
29,df_to_dp_44,0,37.3096,1.1992,0.7557
30,df_to_dp_45,0,15.3264,1.0856,0.5796
31,df_to_dp_46,0,62.0605,1.2947,0.7948
32,df_to_dp_47,0,63.5992,1.3738,1.5099
33,df_to_dp_48,0,34.9313,0.8519,0.4771
34,df_to_dp_49,0,46.8878,0.5084,0.4217
35,df_to_dp_50,0,23.1607,0.6607,0.3374
36,df_to_dp_51,0,14.0526,3.0052,1.2016
37,df_to_dp_52,0,19.3560,1.3650,0.9201
38,df_to_dp_53,0,7.1617,1.7161,2.7008
39,df_to_dp_54,0,6.3021,0.7747,0.8273
40,df_to_dp_55,0,29.0836,0.5169,0.4201
41,df_to_dp_56,0,29.2732,2.2357,1.1824
42,df_to_dp_57,0,14.4129,1.2909,1.1930
43,df_to_dp_58,0,12.4860,3.3475,4.9493
44,df_to_dp_59,0,36.8447,0.8164,0.4308
45,df_to_dp_60,0,25.7653,1.5256,1.1976
46,df_to_dp_61,0,60.0117,0.4852,2.6449
47,df_to_dp_62,0,17.1234,0.9199,0.9163
48,df_to_dp_63,0,20.3507,0.9187,6.8278
49,df_to_dp_64,0,62.9375,1.3024,0.8202
50,df_to_dp_65,0,27.1869,1.2448,0.7980
51,df_to_dp_66,0,15.2043,2.3807,4.1699
52,df_to_dp_67,0,8.1233,1.7945,0.9758
53,df_to_dp_68,0,32.1291,0.7376,0.4956
54,df_to_dp_69,0,17.2927,1.8539,1.2384
55,df_to_dp_70,0,53.3082,8.7007,26.1802
56,df_to_dp_71,0,52.2490,1.4151,0.7595
57,df_to_dp_72,0,53.8374,0.6993,0.5495
58,df_to_dp_73,0,30.2951,6.0655,3.9516
59,df_to_dp_74,0,19.4889,18.2213,13.3764
60,df_to_dp_75,0,32.0843,0.7211,0.4628
61,mean,-,29.6827,2.3981,2.6483
62,std,-,17.3207,3.0981,4.7716
