,scenario,run,src_risk,few_shot_risk,trg_risk
0,0_to_4,0,0.0003,2.5666,2.4681
1,0_to_4,1,0.0005,3.9366,4.1946
2,0_to_4,2,0.0002,2.7859,2.7795
3,0_to_4,3,0.0002,4.0090,4.5055
4,0_to_4,4,0.0002,4.7921,4.2020
5,0_to_5,0,0.0004,3.2122,3.1781
6,0_to_5,1,0.0005,3.2947,3.3013
7,0_to_5,2,0.0004,3.2609,3.1361
8,0_to_5,3,0.0006,3.0343,3.0809
9,0_to_5,4,0.0007,3.2586,3.0335
10,0_to_6,0,0.0007,3.8475,3.2729
11,0_to_6,1,0.0004,3.1524,3.0710
12,0_to_6,2,0.0012,3.0917,3.0330
13,0_to_6,3,0.0007,3.2562,3.2596
14,0_to_6,4,0.0005,3.1382,2.9160
15,0_to_7,0,0.0007,3.6636,3.1867
16,0_to_7,1,0.0004,3.5137,3.5315
17,0_to_7,2,0.0004,3.2654,3.6388
18,0_to_7,3,0.0004,3.4827,3.2944
19,0_to_7,4,0.0007,2.9723,3.2613
20,mean,-,0.0005,3.3767,3.3172
21,std,-,0.0002,0.4927,0.4943
