,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_61,0,10.1383,1.8287,1.4977
1,df_to_dp_62,0,11.3913,1.9826,2.3500
2,df_to_dp_63,0,3.2572,1.0170,1.0729
3,df_to_dp_64,0,9.9614,1.1627,1.7148
4,df_to_dp_65,0,5.3808,1.8642,2.2346
5,df_to_dp_66,0,2.7804,3.3399,3.6858
6,df_to_dp_67,0,12.3219,0.9891,1.0902
7,df_to_dp_68,0,2.7167,1.4820,1.5683
8,df_to_dp_69,0,7.2018,1.8299,1.8174
9,df_to_dp_70,0,4.6276,1.4323,1.9013
10,df_to_dp_71,0,6.2230,1.3170,1.0948
11,df_to_dp_72,0,2.0145,1.0314,1.5842
12,df_to_dp_73,0,2.1766,1.9112,1.8488
13,df_to_dp_74,0,12.6409,1.7527,1.8357
14,df_to_dp_75,0,1.3121,2.2669,2.7491
15,mean,-,6.2763,1.6805,1.8697
16,std,-,4.0507,0.6075,0.6876
