,scenario,run,acc,f1_score,auroc
0,df_to_dp_6,0,0.4900,0.3687,0.6868
1,df_to_dp_7,0,0.5000,0.3750,0.6702
2,df_to_dp_8,0,0.5000,0.3750,0.5641
3,df_to_dp_9,0,0.5000,0.3750,0.6558
4,df_to_dp_10,0,0.5000,0.3750,0.6686
5,df_to_dp_11,0,0.5000,0.3750,0.6293
6,df_to_dp_12,0,0.5000,0.3750,0.6640
7,df_to_dp_13,0,0.5000,0.3562,0.5915
8,df_to_dp_14,0,0.5000,0.3750,0.6094
9,df_to_dp_15,0,0.5000,0.3537,0.5744
10,df_to_dp_16,0,0.5000,0.3750,0.6529
11,df_to_dp_17,0,0.5000,0.3750,0.6491
12,df_to_dp_18,0,0.5000,0.3750,0.6922
13,df_to_dp_19,0,0.5208,0.3504,0.7393
14,df_to_dp_20,0,0.5000,0.3732,0.5571
15,df_to_dp_6,1,0.2500,0.1000,0.7130
16,df_to_dp_7,1,0.2500,0.1000,0.5380
17,df_to_dp_8,1,0.2500,0.1000,0.5127
18,df_to_dp_9,1,0.2500,0.1000,0.6043
19,df_to_dp_10,1,0.2500,0.1000,0.5539
20,df_to_dp_11,1,0.2500,0.1000,0.6086
21,df_to_dp_12,1,0.2500,0.1000,0.5643
22,df_to_dp_13,1,0.2500,0.1000,0.4960
23,df_to_dp_14,1,0.2500,0.1000,0.4795
24,df_to_dp_15,1,0.2500,0.1000,0.4883
25,df_to_dp_16,1,0.2500,0.1000,0.5882
26,df_to_dp_17,1,0.2500,0.1000,0.6012
27,df_to_dp_18,1,0.2500,0.1000,0.5740
28,df_to_dp_19,1,0.2604,0.1033,0.5231
29,df_to_dp_20,1,0.2500,0.1000,0.5553
30,df_to_dp_6,2,0.2500,0.1000,0.6484
31,df_to_dp_7,2,0.2500,0.1000,0.4818
32,df_to_dp_8,2,0.2500,0.1000,0.4642
33,df_to_dp_9,2,0.2500,0.1000,0.5374
34,df_to_dp_10,2,0.2500,0.1000,0.5209
35,df_to_dp_11,2,0.2500,0.1000,0.5975
36,df_to_dp_12,2,0.2500,0.1000,0.5218
37,df_to_dp_13,2,0.2500,0.1000,0.4631
38,df_to_dp_14,2,0.2500,0.1000,0.4778
39,df_to_dp_15,2,0.2500,0.1000,0.4799
40,df_to_dp_16,2,0.2500,0.1000,0.5670
41,df_to_dp_17,2,0.2500,0.1000,0.5821
42,df_to_dp_18,2,0.2500,0.1000,0.5448
43,df_to_dp_19,2,0.2604,0.1033,0.5119
44,df_to_dp_20,2,0.2500,0.1000,0.4942
45,df_to_dp_6,3,0.2500,0.1000,0.7724
46,df_to_dp_7,3,0.2500,0.1000,0.6690
47,df_to_dp_8,3,0.2500,0.1000,0.6569
48,df_to_dp_9,3,0.2500,0.1000,0.7330
49,df_to_dp_10,3,0.2500,0.1000,0.6672
50,df_to_dp_11,3,0.2500,0.1000,0.7046
51,df_to_dp_12,3,0.2500,0.1000,0.6977
52,df_to_dp_13,3,0.2500,0.1000,0.6239
53,df_to_dp_14,3,0.2500,0.1000,0.6475
54,df_to_dp_15,3,0.2500,0.1000,0.6059
55,df_to_dp_16,3,0.2500,0.1000,0.6839
56,df_to_dp_17,3,0.2500,0.1000,0.7035
57,df_to_dp_18,3,0.2500,0.1000,0.6993
58,df_to_dp_19,3,0.2604,0.1033,0.5887
59,df_to_dp_20,3,0.2500,0.1000,0.6019
60,df_to_dp_6,4,0.5000,0.3663,0.7921
61,df_to_dp_7,4,0.4850,0.3249,0.6654
62,df_to_dp_8,4,0.5000,0.3632,0.5713
63,df_to_dp_9,4,0.5000,0.3679,0.7026
64,df_to_dp_10,4,0.5000,0.3647,0.7417
65,df_to_dp_11,4,0.5000,0.3549,0.7123
66,df_to_dp_12,4,0.5000,0.3537,0.7256
67,df_to_dp_13,4,0.4950,0.3307,0.5696
68,df_to_dp_14,4,0.5000,0.3647,0.6310
69,df_to_dp_15,4,0.4650,0.3108,0.6036
70,df_to_dp_16,4,0.5000,0.3492,0.6846
71,df_to_dp_17,4,0.5000,0.3429,0.6935
72,df_to_dp_18,4,0.5000,0.3589,0.6964
73,df_to_dp_19,4,0.4740,0.3395,0.7035
74,df_to_dp_20,4,0.5000,0.3454,0.6021
75,df_to_dp_6,5,0.2500,0.1000,0.7923
76,df_to_dp_7,5,0.2500,0.1000,0.5968
77,df_to_dp_8,5,0.2500,0.1000,0.5525
78,df_to_dp_9,5,0.2500,0.1000,0.6951
79,df_to_dp_10,5,0.2500,0.1000,0.6815
80,df_to_dp_11,5,0.2500,0.1000,0.7085
81,df_to_dp_12,5,0.2500,0.1000,0.6857
82,df_to_dp_13,5,0.2700,0.1387,0.5617
83,df_to_dp_14,5,0.2550,0.1102,0.5719
84,df_to_dp_15,5,0.2500,0.1000,0.5320
85,df_to_dp_16,5,0.2500,0.1000,0.6913
86,df_to_dp_17,5,0.2500,0.1000,0.6906
87,df_to_dp_18,5,0.2500,0.1000,0.7150
88,df_to_dp_19,5,0.2604,0.1033,0.5903
89,df_to_dp_20,5,0.2500,0.1000,0.5867
90,df_to_dp_6,6,0.2500,0.1000,0.8021
91,df_to_dp_7,6,0.2500,0.1000,0.5917
92,df_to_dp_8,6,0.2500,0.1000,0.5032
93,df_to_dp_9,6,0.2500,0.1000,0.7212
94,df_to_dp_10,6,0.2500,0.1000,0.6796
95,df_to_dp_11,6,0.2500,0.1000,0.7300
96,df_to_dp_12,6,0.2500,0.1000,0.6740
97,df_to_dp_13,6,0.2500,0.1000,0.5623
98,df_to_dp_14,6,0.2500,0.1000,0.6144
99,df_to_dp_15,6,0.2500,0.1000,0.6306
100,df_to_dp_16,6,0.2500,0.1000,0.7066
101,df_to_dp_17,6,0.2500,0.1000,0.7121
102,df_to_dp_18,6,0.2500,0.1000,0.7191
103,df_to_dp_19,6,0.2604,0.1033,0.5907
104,df_to_dp_20,6,0.2500,0.1000,0.5818
105,df_to_dp_6,7,0.2500,0.1000,0.7840
106,df_to_dp_7,7,0.2500,0.1000,0.6276
107,df_to_dp_8,7,0.2600,0.1200,0.6363
108,df_to_dp_9,7,0.2500,0.1000,0.7300
109,df_to_dp_10,7,0.2500,0.1000,0.7602
110,df_to_dp_11,7,0.2500,0.1000,0.7540
111,df_to_dp_12,7,0.2500,0.1000,0.7425
112,df_to_dp_13,7,0.2600,0.1200,0.6543
113,df_to_dp_14,7,0.2500,0.1000,0.5836
114,df_to_dp_15,7,0.2500,0.1000,0.5986
115,df_to_dp_16,7,0.2500,0.1000,0.7091
116,df_to_dp_17,7,0.2500,0.1000,0.7461
117,df_to_dp_18,7,0.2500,0.1000,0.7657
118,df_to_dp_19,7,0.2604,0.1033,0.5896
119,df_to_dp_20,7,0.2500,0.1000,0.6666
120,df_to_dp_6,8,0.2500,0.1046,0.7345
