,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.31932298839092255,0.04249659670081508,0.3629217207431793,0.031921400358605634,0.7523301661014556,0.031758401243522125
