,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.3282087445259094,0.032318655858326585,0.3729874908924103,0.0282300008533777,0.7601423680782318,0.02374218585977154
