,scenario,run,acc,f1_score,auroc
0,0_to_4,0,0.2360,0.2723,0.5810
1,0_to_4,1,0.2150,0.1769,0.5553
2,0_to_4,2,0.2517,0.1972,0.5543
3,0_to_4,3,0.0157,0.0182,0.4709
4,0_to_4,4,0.3007,0.2713,0.5651
5,0_to_5,0,0.2189,0.2218,0.6134
6,0_to_5,1,0.3152,0.2376,0.6207
7,0_to_5,2,0.2837,0.2955,0.6323
8,0_to_5,3,0.2750,0.2835,0.6143
9,0_to_5,4,0.3205,0.2558,0.6421
10,0_to_6,0,0.3857,0.3053,0.6505
11,0_to_6,1,0.3019,0.2377,0.6421
12,0_to_6,2,0.4468,0.3772,0.7283
13,0_to_6,3,0.3927,0.2839,0.5122
14,0_to_6,4,0.2705,0.1992,0.5939
15,0_to_7,0,0.4406,0.4056,0.6150
16,0_to_7,1,0.3392,0.2710,0.5867
17,0_to_7,2,0.3129,0.2326,0.5891
18,0_to_7,3,0.0839,0.0988,0.4715
19,0_to_7,4,0.3689,0.2918,0.6023
20,mean,-,0.2888,0.2467,0.5920
21,std,-,0.1055,0.0857,0.0608
