,scenario,run,acc,f1_score,auroc
0,df_to_dp_wal_15,0,0.7250,0.6416,0.9917
1,df_to_dp_wal_16,0,0.6250,0.5465,0.9075
2,df_to_dp_wal_17,0,0.6500,0.5692,0.9833
3,df_to_dp_wal_18,0,0.6250,0.5322,0.9450
4,df_to_dp_wal_19,0,0.7000,0.6218,0.9550
5,df_to_dp_wal_20,0,0.7500,0.6500,0.9992
6,mean,-,0.6792,0.5935,0.9636
7,std,-,0.0534,0.0507,0.0347
