,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_15,0,22.8168,1.4375,0.9042
1,df_to_dp_wal_16,0,18.1865,1.2514,1.0611
2,df_to_dp_wal_17,0,13.7888,0.6431,0.3800
3,df_to_dp_wal_18,0,24.7358,1.1419,0.8319
4,df_to_dp_wal_19,0,17.9482,1.4470,1.0065
5,df_to_dp_wal_20,0,15.9038,0.5273,0.4144
6,mean,-,18.8966,1.0747,0.7663
7,std,-,4.1452,0.3980,0.2970
