,scenario,run,acc,f1_score,auroc
0,src_to_trg,0,0.3512,0.3905,0.7814
1,src_to_trg,1,0.3178,0.3819,0.7827
2,src_to_trg,2,0.2539,0.3102,0.7173
3,src_to_trg,3,0.3263,0.3559,0.7406
4,src_to_trg,4,0.3456,0.3879,0.7506
5,src_to_trg,5,0.3032,0.3629,0.7736
6,src_to_trg,6,0.3427,0.3697,0.7394
7,src_to_trg,7,0.3300,0.3651,0.7521
8,src_to_trg,8,0.3728,0.4164,0.7916
9,src_to_trg,9,0.3385,0.3895,0.7722
10,mean,-,0.3282,0.3730,0.7601
11,std,-,0.0323,0.0282,0.0237
