,scenario,run,acc,f1_score,auroc
0,df_to_dp_61,0,0.6750,0.6121,0.8442
1,df_to_dp_62,0,0.7250,0.6481,0.9458
2,df_to_dp_63,0,0.5000,0.3788,0.7108
3,df_to_dp_64,0,0.7000,0.6553,0.8783
4,df_to_dp_65,0,0.6000,0.5396,0.8350
5,df_to_dp_66,0,0.3250,0.3092,0.5892
6,df_to_dp_61,1,0.6500,0.5718,0.8825
7,df_to_dp_62,1,0.6500,0.5773,0.9283
8,df_to_dp_63,1,0.4750,0.4233,0.7142
9,df_to_dp_64,1,0.6500,0.6013,0.8633
10,df_to_dp_65,1,0.6250,0.5531,0.7333
11,df_to_dp_66,1,0.4250,0.4255,0.6375
12,df_to_dp_61,2,0.5750,0.5119,0.8450
13,df_to_dp_62,2,0.7250,0.6341,0.9483
14,df_to_dp_63,2,0.4000,0.3854,0.6608
15,df_to_dp_64,2,0.5250,0.4630,0.7658
16,df_to_dp_65,2,0.4500,0.4143,0.6533
17,df_to_dp_66,2,0.3250,0.3450,0.5958
18,df_to_dp_61,3,0.6750,0.6057,0.8442
19,df_to_dp_62,3,0.7750,0.7552,0.9275
20,df_to_dp_63,3,0.4750,0.3813,0.7750
21,df_to_dp_64,3,0.7000,0.6609,0.9200
22,df_to_dp_65,3,0.5500,0.5176,0.7608
23,df_to_dp_66,3,0.3750,0.3377,0.6683
24,df_to_dp_61,4,0.6000,0.5317,0.8675
25,df_to_dp_62,4,0.6750,0.6057,0.9258
26,df_to_dp_63,4,0.4750,0.4530,0.6683
27,df_to_dp_64,4,0.5500,0.5034,0.7942
28,df_to_dp_65,4,0.5250,0.4714,0.6792
29,df_to_dp_66,4,0.6000,0.5571,0.6975
30,df_to_dp_61,5,0.6000,0.5317,0.8633
31,df_to_dp_62,5,0.6000,0.5386,0.9083
32,df_to_dp_63,5,0.4750,0.4335,0.6633
33,df_to_dp_64,5,0.5250,0.4500,0.8450
34,df_to_dp_65,5,0.6250,0.5595,0.6950
35,df_to_dp_66,5,0.3750,0.3242,0.6433
36,df_to_dp_61,6,0.6000,0.5192,0.8792
37,df_to_dp_62,6,0.6750,0.6000,0.9533
38,df_to_dp_63,6,0.5250,0.4816,0.7008
39,df_to_dp_64,6,0.6000,0.5610,0.7967
40,df_to_dp_65,6,0.5000,0.4669,0.6650
41,df_to_dp_66,6,0.3750,0.3797,0.6483
42,df_to_dp_61,7,0.6000,0.5317,0.8658
43,df_to_dp_62,7,0.6500,0.5851,0.9133
44,df_to_dp_63,7,0.4250,0.3851,0.6783
45,df_to_dp_64,7,0.6500,0.6194,0.8558
46,df_to_dp_65,7,0.5500,0.4983,0.6900
47,df_to_dp_66,7,0.5250,0.4789,0.7083
48,df_to_dp_61,8,0.6750,0.5906,0.9017
49,df_to_dp_62,8,0.7500,0.6929,0.9733
50,df_to_dp_63,8,0.4750,0.4006,0.7192
51,df_to_dp_64,8,0.6000,0.5887,0.8517
52,df_to_dp_65,8,0.5500,0.4658,0.7692
53,df_to_dp_66,8,0.3500,0.3387,0.6650
54,df_to_dp_61,9,0.6250,0.5595,0.8900
55,df_to_dp_62,9,0.7000,0.6129,0.9575
56,df_to_dp_63,9,0.5000,0.3429,0.7517
57,df_to_dp_64,9,0.5500,0.4357,0.8933
58,df_to_dp_65,9,0.5250,0.4268,0.8458
59,df_to_dp_66,9,0.5250,0.4550,0.7092
60,mean,-,0.5612,0.5047,0.7910
61,std,-,0.1102,0.1028,0.1088
