,scenario,run,acc,f1_score,auroc
193,syn_wal_25_to_dp_wal_25,3,0.3500,0.2660,0.5583
194,syn_wal_25_to_dp_wal_25,4,0.3750,0.2851,0.5700
195,syn_wal_25_to_dp_wal_25,5,0.3750,0.2851,0.5683
196,syn_wal_25_to_dp_wal_25,6,0.2500,0.1569,0.5642
197,syn_wal_25_to_dp_wal_25,7,0.4750,0.3457,0.6200
198,syn_wal_25_to_dp_wal_25,8,0.4750,0.3457,0.6400
199,syn_wal_25_to_dp_wal_25,9,0.3750,0.2851,0.6175
200,syn_wal_26_to_dp_wal_26,0,0.3500,0.3832,0.6542
201,syn_wal_26_to_dp_wal_26,1,0.4750,0.4940,0.7542
202,syn_wal_26_to_dp_wal_26,2,0.3750,0.3561,0.7258
203,syn_wal_26_to_dp_wal_26,3,0.4500,0.3522,0.6542
204,syn_wal_26_to_dp_wal_26,4,0.2750,0.2661,0.7175
205,syn_wal_26_to_dp_wal_26,5,0.4750,0.3654,0.5667
206,syn_wal_26_to_dp_wal_26,6,0.3250,0.2955,0.5133
207,syn_wal_26_to_dp_wal_26,7,0.4250,0.3446,0.6058
208,syn_wal_26_to_dp_wal_26,8,0.2750,0.2661,0.6617
209,syn_wal_26_to_dp_wal_26,9,0.3750,0.3214,0.5342
210,syn_wal_27_to_dp_wal_27,0,0.6000,0.5927,0.7683
211,syn_wal_27_to_dp_wal_27,1,0.3250,0.2218,0.7075
212,syn_wal_27_to_dp_wal_27,2,0.7250,0.6416,0.8308
213,syn_wal_27_to_dp_wal_27,3,0.7000,0.6183,0.7883
214,syn_wal_27_to_dp_wal_27,4,0.4500,0.3472,0.6875
215,syn_wal_27_to_dp_wal_27,5,0.5000,0.3987,0.7750
216,syn_wal_27_to_dp_wal_27,6,0.5250,0.4237,0.7183
217,syn_wal_27_to_dp_wal_27,7,0.4250,0.4299,0.6642
218,syn_wal_27_to_dp_wal_27,8,0.5750,0.5730,0.7458
219,syn_wal_27_to_dp_wal_27,9,0.6750,0.6390,0.7625
220,syn_wal_28_to_dp_wal_28,0,0.3750,0.3490,0.6425
221,syn_wal_28_to_dp_wal_28,1,0.3250,0.3109,0.6067
222,syn_wal_28_to_dp_wal_28,2,0.4750,0.4149,0.6750
223,syn_wal_28_to_dp_wal_28,3,0.3250,0.3077,0.6500
224,syn_wal_28_to_dp_wal_28,4,0.3250,0.3362,0.6400
225,syn_wal_28_to_dp_wal_28,5,0.4750,0.4149,0.6250
226,syn_wal_28_to_dp_wal_28,6,0.4500,0.3994,0.6167
227,syn_wal_28_to_dp_wal_28,7,0.3500,0.3300,0.6508
228,syn_wal_28_to_dp_wal_28,8,0.4250,0.3561,0.6967
229,syn_wal_28_to_dp_wal_28,9,0.3000,0.2900,0.6283
230,syn_wal_29_to_dp_wal_29,0,0.3250,0.2471,0.7250
231,syn_wal_29_to_dp_wal_29,1,0.3500,0.2519,0.6167
232,syn_wal_29_to_dp_wal_29,2,0.1500,0.1333,0.4025
233,syn_wal_29_to_dp_wal_29,3,0.4000,0.3171,0.6867
234,syn_wal_29_to_dp_wal_29,4,0.4500,0.3974,0.7700
235,syn_wal_29_to_dp_wal_29,5,0.3750,0.2940,0.6150
236,syn_wal_29_to_dp_wal_29,6,0.3750,0.3257,0.5808
237,syn_wal_29_to_dp_wal_29,7,0.2750,0.2354,0.4075
238,syn_wal_29_to_dp_wal_29,8,0.3250,0.2284,0.5417
239,syn_wal_29_to_dp_wal_29,9,0.4500,0.3897,0.7392
240,syn_wal_30_to_dp_wal_30,0,0.2500,0.1667,0.5975
241,syn_wal_30_to_dp_wal_30,1,0.2500,0.1667,0.5800
242,syn_wal_30_to_dp_wal_30,2,0.2500,0.1667,0.6508
243,syn_wal_30_to_dp_wal_30,3,0.2500,0.1667,0.6542
244,syn_wal_30_to_dp_wal_30,4,0.2750,0.1885,0.6892
245,syn_wal_30_to_dp_wal_30,5,0.2500,0.1667,0.6192
246,syn_wal_30_to_dp_wal_30,6,0.2500,0.1667,0.5867
247,syn_wal_30_to_dp_wal_30,7,0.2500,0.1667,0.6025
248,syn_wal_30_to_dp_wal_30,8,0.2500,0.1667,0.6342
249,syn_wal_30_to_dp_wal_30,9,0.2500,0.1667,0.5975
250,syn_wal_31_to_dp_wal_31,0,0.6000,0.5102,0.8333
251,syn_wal_31_to_dp_wal_31,1,0.5500,0.4935,0.6942
252,syn_wal_31_to_dp_wal_31,2,0.4500,0.4007,0.5875
253,syn_wal_31_to_dp_wal_31,3,0.5250,0.4240,0.7058
254,syn_wal_31_to_dp_wal_31,4,0.5500,0.4436,0.6650
255,syn_wal_31_to_dp_wal_31,5,0.5250,0.4240,0.7583
256,syn_wal_31_to_dp_wal_31,6,0.5250,0.4696,0.6867
257,syn_wal_31_to_dp_wal_31,7,0.4750,0.4177,0.6492
258,syn_wal_31_to_dp_wal_31,8,0.5500,0.4910,0.6850
259,syn_wal_31_to_dp_wal_31,9,0.5500,0.4933,0.7067
260,syn_wal_32_to_dp_wal_32,0,0.5500,0.4915,0.6892
261,syn_wal_32_to_dp_wal_32,1,0.3500,0.2466,0.5942
262,syn_wal_32_to_dp_wal_32,2,0.3750,0.3094,0.5800
263,syn_wal_32_to_dp_wal_32,3,0.3500,0.2299,0.6625
264,syn_wal_32_to_dp_wal_32,4,0.5500,0.4818,0.7283
265,syn_wal_32_to_dp_wal_32,5,0.4500,0.3981,0.6533
266,syn_wal_32_to_dp_wal_32,6,0.5000,0.4064,0.7300
267,syn_wal_32_to_dp_wal_32,7,0.5000,0.4397,0.7492
268,syn_wal_32_to_dp_wal_32,8,0.4750,0.4365,0.7225
269,syn_wal_32_to_dp_wal_32,9,0.4000,0.3401,0.6742
270,syn_wal_33_to_dp_wal_33,0,0.4500,0.3255,0.7650
271,syn_wal_33_to_dp_wal_33,1,0.4500,0.3194,0.6925
272,syn_wal_33_to_dp_wal_33,2,0.4750,0.3740,0.6933
273,syn_wal_33_to_dp_wal_33,3,0.5250,0.4504,0.7083
274,syn_wal_33_to_dp_wal_33,4,0.5000,0.4093,0.7125
275,syn_wal_33_to_dp_wal_33,5,0.4500,0.3194,0.7542
276,syn_wal_33_to_dp_wal_33,6,0.5000,0.4150,0.7133
277,syn_wal_33_to_dp_wal_33,7,0.5500,0.4852,0.6392
278,syn_wal_33_to_dp_wal_33,8,0.5000,0.3943,0.7650
279,syn_wal_33_to_dp_wal_33,9,0.4500,0.3255,0.6542
280,syn_wal_34_to_dp_wal_34,0,0.5750,0.4647,0.8975
281,syn_wal_34_to_dp_wal_34,1,0.5250,0.4267,0.8633
282,syn_wal_34_to_dp_wal_34,2,0.5750,0.4723,0.8467
283,syn_wal_34_to_dp_wal_34,3,0.6000,0.5269,0.8733
284,syn_wal_34_to_dp_wal_34,4,0.5750,0.4688,0.8125
285,syn_wal_34_to_dp_wal_34,5,0.5500,0.4286,0.8442
286,syn_wal_34_to_dp_wal_34,6,0.5750,0.4667,0.7667
287,syn_wal_34_to_dp_wal_34,7,0.6000,0.5167,0.7592
288,syn_wal_34_to_dp_wal_34,8,0.5500,0.4286,0.7658
289,syn_wal_34_to_dp_wal_34,9,0.5500,0.4304,0.8633
290,syn_wal_35_to_dp_wal_35,0,0.8250,0.8224,0.9625
291,syn_wal_35_to_dp_wal_35,1,0.7000,0.6892,0.9417
292,syn_wal_35_to_dp_wal_35,2,0.7000,0.6875,0.9500
293,syn_wal_35_to_dp_wal_35,3,0.8250,0.8242,0.9633
294,syn_wal_35_to_dp_wal_35,4,0.7500,0.7470,0.9625
295,syn_wal_35_to_dp_wal_35,5,0.8000,0.7909,0.9567
296,syn_wal_35_to_dp_wal_35,6,0.7500,0.7504,0.9300
297,syn_wal_35_to_dp_wal_35,7,0.6750,0.6697,0.8775
298,syn_wal_35_to_dp_wal_35,8,0.8250,0.8213,0.9492
299,syn_wal_35_to_dp_wal_35,9,0.7000,0.6795,0.9417
300,syn_wal_36_to_dp_wal_36,0,0.3750,0.3765,0.6367
301,syn_wal_36_to_dp_wal_36,1,0.2750,0.3054,0.6108
302,syn_wal_36_to_dp_wal_36,2,0.2500,0.2719,0.6425
303,syn_wal_36_to_dp_wal_36,3,0.3000,0.3263,0.6033
304,syn_wal_36_to_dp_wal_36,4,0.3750,0.3705,0.6433
305,syn_wal_36_to_dp_wal_36,5,0.3750,0.3705,0.6775
306,syn_wal_36_to_dp_wal_36,6,0.4500,0.4259,0.6575
307,syn_wal_36_to_dp_wal_36,7,0.6250,0.5568,0.6750
308,syn_wal_36_to_dp_wal_36,8,0.5250,0.5043,0.6708
309,syn_wal_36_to_dp_wal_36,9,0.3750,0.3690,0.6183
310,syn_wal_37_to_dp_wal_37,0,0.4750,0.4383,0.7508
311,syn_wal_37_to_dp_wal_37,1,0.4750,0.4646,0.6825
312,syn_wal_37_to_dp_wal_37,2,0.4750,0.4518,0.8108
313,syn_wal_37_to_dp_wal_37,3,0.5000,0.4506,0.7317
314,syn_wal_37_to_dp_wal_37,4,0.4500,0.4363,0.6992
315,syn_wal_37_to_dp_wal_37,5,0.4500,0.4251,0.7558
316,syn_wal_37_to_dp_wal_37,6,0.4750,0.4425,0.7092
317,syn_wal_37_to_dp_wal_37,7,0.4750,0.4644,0.7200
318,syn_wal_37_to_dp_wal_37,8,0.6000,0.5618,0.7917
319,syn_wal_37_to_dp_wal_37,9,0.5000,0.4836,0.7100
320,syn_wal_38_to_dp_wal_38,0,0.3500,0.3607,0.6933
321,syn_wal_38_to_dp_wal_38,1,0.4500,0.4333,0.7317
322,syn_wal_38_to_dp_wal_38,2,0.4000,0.3955,0.7033
323,syn_wal_38_to_dp_wal_38,3,0.3250,0.3409,0.6917
