,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_61,0,0.1543,1.1828,1.9639
1,df_to_dp_wal_62,0,1.1217,1.4381,1.0669
2,df_to_dp_wal_63,0,0.2006,3.8541,4.4181
3,df_to_dp_wal_64,0,0.1007,5.1140,4.7125
4,df_to_dp_wal_65,0,0.1117,1.7948,2.2977
5,df_to_dp_wal_66,0,0.0374,2.1183,1.6263
6,mean,-,0.2877,2.5837,2.6809
7,std,-,0.4122,1.5576,1.5181
