,scenario,run,src_risk,few_shot_risk,trg_risk
0,syn_61_to_dp_61,0,0.0183,1.5960,1.5627
1,syn_61_to_dp_61,1,0.0156,3.0961,2.5304
2,syn_61_to_dp_61,2,0.0155,1.2527,1.2567
3,syn_61_to_dp_61,3,0.0269,2.4995,2.9028
4,syn_61_to_dp_61,4,0.0071,0.7648,0.9837
5,syn_61_to_dp_61,5,0.0137,1.0000,0.9938
6,syn_61_to_dp_61,6,0.0060,1.5642,1.9003
7,syn_61_to_dp_61,7,0.0149,0.9874,1.0551
8,syn_61_to_dp_61,8,0.0081,1.2530,1.6722
9,syn_61_to_dp_61,9,0.0155,0.7313,0.6961
10,syn_62_to_dp_62,0,0.0433,2.3256,2.8954
11,syn_62_to_dp_62,1,0.0151,1.9533,2.3052
12,syn_62_to_dp_62,2,0.0056,3.1133,3.3264
13,syn_62_to_dp_62,3,0.0040,3.2273,3.3416
14,syn_62_to_dp_62,4,0.0042,3.4056,3.0300
15,syn_62_to_dp_62,5,0.0048,3.0584,2.6978
16,syn_62_to_dp_62,6,0.0579,4.0964,3.5048
17,syn_62_to_dp_62,7,0.0021,3.7351,3.8212
18,syn_62_to_dp_62,8,0.0021,4.0235,2.8933
19,syn_62_to_dp_62,9,0.0022,2.5422,3.2472
20,syn_63_to_dp_63,0,0.0047,3.4664,3.1204
21,syn_63_to_dp_63,1,0.0015,2.8714,2.8823
22,syn_63_to_dp_63,2,0.0021,3.1907,3.3743
23,syn_63_to_dp_63,3,0.0076,2.7797,2.2326
24,syn_63_to_dp_63,4,0.0038,3.5396,2.8584
25,syn_63_to_dp_63,5,0.0028,4.1220,3.0318
26,syn_63_to_dp_63,6,0.0020,3.4741,3.3594
27,syn_63_to_dp_63,7,0.0156,1.9196,2.1319
28,syn_63_to_dp_63,8,0.0028,3.9171,3.4236
29,syn_63_to_dp_63,9,0.2977,4.8283,4.2159
30,syn_64_to_dp_64,0,0.0085,2.4440,3.1066
31,syn_64_to_dp_64,1,0.0771,3.6218,4.1244
32,syn_64_to_dp_64,2,0.0050,3.3356,3.9905
33,syn_64_to_dp_64,3,0.1002,2.7312,3.4048
34,syn_64_to_dp_64,4,0.0044,5.6803,4.7563
35,syn_64_to_dp_64,5,0.0127,4.0913,4.7712
36,syn_64_to_dp_64,6,0.0022,4.3760,3.8634
37,syn_64_to_dp_64,7,0.0020,3.4419,3.7160
