,scenario,run,acc,f1_score,auroc
0,df_to_dp_15,0,0.2778,0.2083,0.8737
1,df_to_dp_15,1,0.1667,0.1825,0.4415
2,df_to_dp_15,2,0.3333,0.3111,0.5916
3,df_to_dp_15,3,0.4444,0.3611,0.5435
4,df_to_dp_15,4,0.5000,0.4611,0.6360
5,mean,-,0.3444,0.3048,0.6173
6,std,-,0.1326,0.1139,0.1605
