,scenario,run,acc,f1_score,auroc
0,0_to_4,0,0.3829,0.3105,0.7228
1,0_to_4,1,0.4318,0.3597,0.7164
2,0_to_4,2,0.4161,0.3503,0.7503
3,0_to_4,3,0.4301,0.3784,0.7123
4,0_to_4,4,0.3881,0.3583,0.7124
5,0_to_5,0,0.3958,0.3742,0.7445
6,0_to_5,1,0.4081,0.3730,0.7469
7,0_to_5,2,0.4221,0.3537,0.7408
8,0_to_5,3,0.3993,0.3365,0.7508
9,0_to_5,4,0.4186,0.3531,0.7338
10,0_to_6,0,0.3636,0.3197,0.7236
11,0_to_6,1,0.3881,0.3626,0.7122
12,0_to_6,2,0.4126,0.3916,0.7560
13,0_to_6,3,0.3339,0.3125,0.6838
14,0_to_6,4,0.3969,0.3801,0.7207
15,0_to_7,0,0.3549,0.2927,0.7177
16,0_to_7,1,0.3636,0.3266,0.6993
17,0_to_7,2,0.4126,0.3761,0.7569
18,0_to_7,3,0.3392,0.3002,0.6773
19,0_to_7,4,0.3846,0.3581,0.7227
20,mean,-,0.3921,0.3484,0.7251
21,std,-,0.0288,0.0290,0.0227
