,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.996191817522049,0.002048730791269783,0.9913284778594971,0.004804492337983309,0.9997960865497589,0.0001537818893428254
