,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.9814292371273041,0.004224035231093615,0.9583903253078461,0.008314045062902016,0.9985962510108948,0.0004947411139129527
