,scenario,run,acc,f1_score,auroc
0,df_to_dp_wal_61,0,0.7250,0.6724,0.9733
1,df_to_dp_wal_62,0,0.7750,0.7602,0.9758
2,df_to_dp_wal_63,0,0.6750,0.6613,0.8775
3,df_to_dp_wal_64,0,0.5250,0.4931,0.7783
4,df_to_dp_wal_65,0,0.3500,0.3403,0.7467
5,df_to_dp_wal_66,0,0.3250,0.2940,0.7425
6,mean,-,0.5625,0.5369,0.8490
7,std,-,0.1935,0.1915,0.1088
