,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_61,0,0.0490,1.4748,2.7142
1,df_to_dp_wal_62,0,0.1152,0.6396,0.7437
2,df_to_dp_wal_63,0,0.0280,3.4043,2.7094
3,df_to_dp_wal_64,0,0.0504,5.0484,3.2349
4,df_to_dp_wal_65,0,0.0475,2.0886,2.1306
5,df_to_dp_wal_66,0,0.0518,5.1455,3.9344
6,mean,-,0.0570,2.9669,2.5779
7,std,-,0.0299,1.8807,1.0837
