,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_61,0,5.6236,0.6458,0.5082
1,df_to_dp_62,0,3.5521,2.6907,3.2265
2,df_to_dp_63,0,3.5346,2.2134,2.0308
3,df_to_dp_64,0,3.1679,0.2380,0.3121
4,df_to_dp_65,0,2.2317,0.3520,0.3426
5,df_to_dp_66,0,2.2487,2.4170,2.8711
6,df_to_dp_67,0,2.2914,0.9762,0.9708
7,df_to_dp_68,0,1.7761,1.2165,1.0143
8,df_to_dp_69,0,1.8852,1.3933,1.8633
9,df_to_dp_70,0,1.4656,2.8690,3.4795
10,df_to_dp_71,0,1.4101,0.9173,0.8323
11,df_to_dp_72,0,2.6814,0.5731,0.4654
12,df_to_dp_73,0,3.2202,0.3386,0.4595
13,df_to_dp_74,0,0.5975,1.0083,0.9546
14,df_to_dp_75,0,3.1470,0.2721,0.3077
15,mean,-,2.5889,1.2081,1.3092
16,std,-,1.2009,0.9129,1.1089
