,scenario,run,acc,f1_score,auroc
0,df_to_dp_wal_61,0,0.6000,0.5417,0.9175
1,df_to_dp_wal_62,0,0.7250,0.6341,0.9567
2,df_to_dp_wal_63,0,0.5250,0.4540,0.7892
3,df_to_dp_wal_64,0,0.6500,0.6056,0.8883
4,df_to_dp_wal_65,0,0.4000,0.3190,0.6417
5,df_to_dp_wal_66,0,0.3500,0.2975,0.6971
6,mean,-,0.5417,0.4753,0.8151
7,std,-,0.1455,0.1436,0.1269
