,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_61,0,0.4851,1.7932,1.2437
1,df_to_dp_wal_62,0,0.7432,1.1181,0.7407
2,df_to_dp_wal_63,0,0.4604,3.6561,2.7769
3,df_to_dp_wal_64,0,0.3882,2.2318,1.3536
4,df_to_dp_wal_65,0,0.9161,5.0575,5.4012
5,df_to_dp_wal_66,0,0.5378,4.0095,3.2753
6,mean,-,0.5884,2.9777,2.4652
7,std,-,0.2005,1.5012,1.7364
