,scenario,run,acc,f1_score,auroc
0,df_to_dp_15,0,0.3333,0.2571,0.7021
1,df_to_dp_15,1,0.2778,0.1087,0.5000
2,df_to_dp_15,2,0.4444,0.3155,0.8632
3,df_to_dp_15,3,0.2778,0.1087,0.5000
4,df_to_dp_15,4,0.2778,0.1087,0.5000
5,mean,-,0.3222,0.1797,0.6131
6,std,-,0.0724,0.0994,0.1650
