,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_15,0,0.0751,17.4669,15.3174
1,df_to_dp_16,0,0.0751,16.7825,15.2968
2,df_to_dp_17,0,0.0751,16.1321,14.2926
3,df_to_dp_18,0,0.0751,15.8245,14.2465
4,df_to_dp_19,0,0.0751,16.0668,14.3339
5,df_to_dp_20,0,0.0751,16.9985,15.2742
6,df_to_dp_15,1,0.1081,17.1047,10.6211
7,df_to_dp_16,1,0.1081,15.8674,10.0622
8,df_to_dp_17,1,0.1081,15.9468,9.9004
9,df_to_dp_18,1,0.1081,15.4935,9.7587
10,df_to_dp_19,1,0.1081,16.0974,9.9194
11,df_to_dp_20,1,0.1081,15.8505,10.1537
12,df_to_dp_15,2,0.0913,10.7594,6.7750
13,df_to_dp_16,2,0.0913,8.2013,5.0870
14,df_to_dp_17,2,0.0913,7.9129,5.1960
15,df_to_dp_18,2,0.0913,6.7963,4.4126
16,df_to_dp_19,2,0.0913,8.0517,5.1252
17,df_to_dp_20,2,0.0913,10.2050,6.2701
18,df_to_dp_15,3,0.0775,13.5553,9.6835
19,df_to_dp_16,3,0.0775,11.8548,7.8161
20,df_to_dp_17,3,0.0775,14.1616,11.3060
21,df_to_dp_18,3,0.0775,13.8010,11.3209
22,df_to_dp_19,3,0.0775,14.3822,11.7120
23,df_to_dp_20,3,0.0775,13.0232,10.1247
24,df_to_dp_15,4,0.1105,12.1259,7.7067
25,df_to_dp_16,4,0.1105,8.5538,5.3865
26,df_to_dp_17,4,0.1105,12.1101,7.5213
27,df_to_dp_18,4,0.1105,9.9911,6.2251
28,df_to_dp_19,4,0.1105,11.3055,7.2721
29,df_to_dp_20,4,0.1105,11.1806,7.1680
30,df_to_dp_15,5,0.0838,10.7857,6.9907
31,df_to_dp_16,5,0.0838,12.1682,7.3756
32,df_to_dp_17,5,0.0838,7.7360,5.1326
33,df_to_dp_18,5,0.0838,7.8611,5.0338
34,df_to_dp_19,5,0.0838,8.4047,5.3062
35,df_to_dp_20,5,0.0838,7.7990,5.0013
36,df_to_dp_15,6,0.0719,13.0617,8.3178
37,df_to_dp_16,6,0.0719,12.8096,7.9999
38,df_to_dp_17,6,0.0719,11.8408,7.4719
39,df_to_dp_18,6,0.0719,10.8402,6.6627
40,df_to_dp_19,6,0.0719,10.9317,7.0863
41,df_to_dp_20,6,0.0719,11.1835,7.0159
42,df_to_dp_15,7,0.1085,18.4772,11.7876
43,df_to_dp_16,7,0.1085,17.8825,11.0091
44,df_to_dp_17,7,0.1085,19.1017,12.3307
45,df_to_dp_18,7,0.1085,18.8157,12.2751
46,df_to_dp_19,7,0.1085,18.5546,12.0695
47,df_to_dp_20,7,0.1085,19.1994,12.4223
48,df_to_dp_15,8,0.0947,7.8869,4.8636
49,df_to_dp_16,8,0.0947,8.6040,5.3536
50,df_to_dp_17,8,0.0947,5.8488,3.7255
51,df_to_dp_18,8,0.0947,3.9626,2.4198
52,df_to_dp_19,8,0.0947,5.2631,3.3157
53,df_to_dp_20,8,0.0947,5.6584,3.7798
54,df_to_dp_15,9,0.0884,19.6453,12.4687
55,df_to_dp_16,9,0.0884,16.6431,10.4484
56,df_to_dp_17,9,0.0884,18.0328,11.2774
57,df_to_dp_18,9,0.0884,16.1957,10.0386
58,df_to_dp_19,9,0.0884,17.0722,10.6914
59,df_to_dp_20,9,0.0884,17.3460,11.0547
60,mean,-,0.0910,12.8869,8.7669
61,std,-,0.0137,4.1931,3.3561
