,scenario,run,acc,f1_score,auroc
0,df_to_dp_wal_15,0,0.2250,0.1607,0.4950
1,df_to_dp_wal_16,0,0.4750,0.3879,0.8458
2,df_to_dp_wal_17,0,0.2500,0.2485,0.5183
3,df_to_dp_wal_18,0,0.6500,0.5891,0.8400
4,df_to_dp_wal_19,0,0.1250,0.1389,0.4958
5,df_to_dp_wal_20,0,0.2500,0.1667,0.6175
6,mean,-,0.3292,0.2820,0.6354
7,std,-,0.1946,0.1762,0.1669
