,scenario,run,acc,f1_score,auroc
0,df_to_dp_61,0,0.8000,0.7808,0.9600
1,df_to_dp_62,0,0.6250,0.5533,0.9717
2,df_to_dp_63,0,0.6500,0.6249,0.8958
3,df_to_dp_64,0,0.7000,0.6577,0.8583
4,df_to_dp_65,0,0.3750,0.3710,0.7525
5,df_to_dp_66,0,0.3750,0.3763,0.7258
6,mean,-,0.5875,0.5607,0.8607
7,std,-,0.1752,0.1625,0.1033
