,scenario,run,acc,f1_score,auroc
0,df_to_dp_15,0,0.2778,0.1087,0.5250
1,df_to_dp_15,1,0.2778,0.2500,0.6374
2,df_to_dp_15,2,0.2778,0.1087,0.5250
3,df_to_dp_15,3,0.2778,0.2436,0.6927
4,df_to_dp_15,4,0.2222,0.1667,0.6458
5,mean,-,0.2667,0.1755,0.6052
6,std,-,0.0248,0.0693,0.0762
