,scenario,run,acc,f1_score,auroc
0,df_to_dp_15,0,0.9250,0.9233,1.0000
1,df_to_dp_16,0,0.7000,0.6216,0.9508
2,df_to_dp_17,0,0.9750,0.9749,1.0000
3,df_to_dp_18,0,0.9500,0.9495,0.9983
4,df_to_dp_19,0,0.7750,0.7600,0.9933
5,df_to_dp_20,0,0.9500,0.9495,1.0000
6,mean,-,0.8792,0.8631,0.9904
7,std,-,0.1134,0.1414,0.0196
