,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.5617771446704865,0.05146775752666169,0.3726539731025696,0.0568395787753963,0.696777629852295,0.07834328528719688
