,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_to_trg,0.5622002720832825,0.05637906895393962,0.3719465881586075,0.05860985489382178,0.6908512771129608,0.08194628621375803
