,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_nowal_to_trg_nowal,0.5195088744163513,0.19399660510816702,0.4233571946620941,0.16325015644791466,0.688942813873291,0.06795321306805606
