,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_nowal_to_trg_nowal,0.49249658584594724,0.1774870909536158,0.40322326123714447,0.15914366346907877,0.676681923866272,0.06692102364183705
