,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_6,0,21.1705,8.0819,8.5226
1,df_to_dp_wal_7,0,13.0995,5.3985,6.1664
2,df_to_dp_wal_8,0,19.5923,6.0162,6.7948
3,df_to_dp_wal_9,0,17.0358,6.5455,7.2805
4,df_to_dp_wal_10,0,18.9500,7.5481,8.2598
5,df_to_dp_wal_11,0,21.3350,8.9993,10.0348
6,df_to_dp_wal_12,0,15.2506,6.6865,7.3982
7,df_to_dp_wal_13,0,18.8629,4.9628,5.4963
8,df_to_dp_wal_14,0,19.0068,6.6814,7.3738
9,df_to_dp_wal_15,0,17.6192,7.7659,8.1542
10,df_to_dp_wal_16,0,18.8777,6.7364,7.3102
11,df_to_dp_wal_17,0,18.4427,6.2376,7.0650
12,df_to_dp_wal_18,0,18.3692,6.9908,7.5885
13,df_to_dp_wal_19,0,11.8168,4.9658,5.6616
14,df_to_dp_wal_20,0,17.1929,6.0893,6.1269
15,mean,-,17.7748,6.6471,7.2822
16,std,-,2.6490,1.1305,1.1841
