,scenario,run,acc,f1_score,auroc
0,df_to_dp_61,0,0.4850,0.3790,0.7165
1,df_to_dp_62,0,0.4450,0.3473,0.7869
2,df_to_dp_63,0,0.4650,0.4603,0.7215
3,df_to_dp_64,0,0.9300,0.9296,0.9493
4,df_to_dp_65,0,0.7000,0.6728,0.8751
5,df_to_dp_66,0,0.3750,0.3551,0.5595
6,df_to_dp_67,0,0.6300,0.5432,0.7558
7,df_to_dp_68,0,0.4350,0.3790,0.6673
8,df_to_dp_69,0,0.5100,0.3955,0.7491
9,df_to_dp_70,0,0.5000,0.3823,0.6028
10,df_to_dp_71,0,0.5750,0.4993,0.8158
11,df_to_dp_72,0,0.5000,0.3809,0.8249
12,df_to_dp_73,0,0.5000,0.3873,0.8373
13,df_to_dp_74,0,0.4635,0.4272,0.5991
14,df_to_dp_75,0,0.5200,0.4162,0.8143
15,mean,-,0.5356,0.4637,0.7517
16,std,-,0.1349,0.1548,0.1095
