,scenario,run,acc,f1_score,auroc
0,df_to_dp_15,0,0.7000,0.6167,0.8467
1,df_to_dp_16,0,0.2500,0.1000,0.7325
2,df_to_dp_17,0,0.5500,0.4649,0.8767
3,df_to_dp_18,0,0.7000,0.6725,0.9475
4,df_to_dp_19,0,0.7500,0.6469,0.9667
5,df_to_dp_20,0,0.3500,0.2917,0.7658
6,mean,-,0.5500,0.4654,0.8560
7,std,-,0.2074,0.2291,0.0944
