,scenario,run,acc,f1_score,auroc
0,0_to_4,0,0.1993,0.2721,0.5236
1,0_to_4,1,0.2937,0.2432,0.5874
2,0_to_4,2,0.1066,0.0854,0.4397
3,0_to_4,3,0.2622,0.2739,0.6249
4,0_to_4,4,0.2290,0.2906,0.5620
5,0_to_5,0,0.2325,0.2523,0.5822
6,0_to_5,1,0.3671,0.3099,0.6480
7,0_to_5,2,0.1434,0.1340,0.4644
8,0_to_5,3,0.3689,0.3458,0.6563
9,0_to_5,4,0.2535,0.2536,0.6134
10,0_to_6,0,0.4066,0.3410,0.6609
11,0_to_6,1,0.4311,0.4064,0.6701
12,0_to_6,2,0.5358,0.4846,0.7308
13,0_to_6,3,0.4328,0.3617,0.6987
14,0_to_6,4,0.5148,0.4569,0.7450
15,0_to_7,0,0.2990,0.2933,0.5770
16,0_to_7,1,0.4161,0.3736,0.6274
17,0_to_7,2,0.1101,0.0981,0.4912
18,0_to_7,3,0.3881,0.3516,0.6565
19,0_to_7,4,0.3094,0.2564,0.6095
20,mean,-,0.3150,0.2942,0.6085
21,std,-,0.1247,0.1053,0.0826
