,scenario,run,src_risk,few_shot_risk,trg_risk
0,0_to_4,0,5.1022,0.0001,0.0002
1,0_to_4,1,4.7505,0.0001,0.0001
2,0_to_4,2,4.3365,0.0001,0.0001
3,0_to_4,3,4.6014,0.0018,0.0070
4,0_to_4,4,4.9970,0.0001,0.0001
5,0_to_5,0,3.8126,0.0027,0.0036
6,0_to_5,1,4.2937,0.0001,0.0001
7,0_to_5,2,3.7675,0.0001,0.0001
8,0_to_5,3,6.2925,0.0001,0.0005
9,0_to_5,4,4.7114,0.0000,0.0001
10,0_to_6,0,6.5412,0.0013,0.0025
11,0_to_6,1,4.5626,0.0001,0.0002
12,0_to_6,2,4.8216,0.0002,0.0001
13,0_to_6,3,5.7074,0.0005,0.0004
14,0_to_6,4,5.0195,0.0002,0.0001
15,0_to_7,0,5.2706,0.0001,0.0001
16,0_to_7,1,4.9504,0.0001,0.0001
17,0_to_7,2,4.8945,0.0008,0.0018
18,0_to_7,3,4.8585,0.0001,0.0001
19,0_to_7,4,4.5329,0.0002,0.0001
20,mean,-,4.8912,0.0004,0.0009
21,std,-,0.6898,0.0007,0.0017
