,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_nowal_to_trg_nowal,0.28594815731048584,0.0065852736851445505,0.21746966540813445,0.008523793733120661,0.5709838271141052,0.050500178102574574
