,acc,acc,f1_score,f1_score,auroc,auroc
,mean,std,mean,std,mean,std
scenario,,,,,,
src_nowal_to_trg_nowal,0.2884038209915161,0.01399942645175213,0.22208459079265594,0.014511785590782905,0.5974468231201172,0.057287628697645455
