,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_61,0,0.2610,2.6175,3.1295
1,df_to_dp_62,0,0.2056,3.4366,4.1089
2,df_to_dp_63,0,0.2577,2.7799,3.1778
3,df_to_dp_64,0,0.3593,3.1918,1.7287
4,df_to_dp_65,0,0.2744,1.7828,1.7234
5,df_to_dp_66,0,0.1682,2.6111,3.1196
6,mean,-,0.2544,2.7366,2.8313
7,std,-,0.0652,0.5725,0.9346
