,scenario,run,acc,f1_score,auroc
0,df_to_dp_wal_61,0,0.6500,0.5724,0.8733
1,df_to_dp_wal_62,0,0.7000,0.6153,0.9200
2,df_to_dp_wal_63,0,0.4500,0.3946,0.7017
3,df_to_dp_wal_64,0,0.4750,0.4230,0.7533
4,df_to_dp_wal_65,0,0.4500,0.4018,0.6708
5,df_to_dp_wal_66,0,0.3500,0.2955,0.6442
6,mean,-,0.5125,0.4504,0.7606
7,std,-,0.1339,0.1202,0.1125
