,scenario,run,src_risk,few_shot_risk,trg_risk
0,df_to_dp_wal_61,0,0.1404,2.0229,1.5584
1,df_to_dp_wal_62,0,0.1958,1.5206,1.0449
2,df_to_dp_wal_63,0,0.2161,3.5616,3.1131
3,df_to_dp_wal_64,0,0.2793,4.1536,2.4935
4,df_to_dp_wal_65,0,0.2228,3.1672,2.9148
5,df_to_dp_wal_66,0,0.2372,3.9324,3.5686
6,mean,-,0.2153,3.0597,2.4489
7,std,-,0.0461,1.0645,0.9673
