,scenario,run,acc,f1_score,auroc
0,0_to_4,0,0.4650,0.4674,0.7174
1,0_to_4,1,0.4213,0.4305,0.6616
2,0_to_4,2,0.4493,0.4564,0.6799
3,0_to_4,3,0.4720,0.4685,0.7339
4,0_to_4,4,0.4615,0.4645,0.6907
5,0_to_5,0,0.3590,0.3527,0.6204
6,0_to_5,1,0.4151,0.4023,0.7350
7,0_to_5,2,0.4221,0.4223,0.6582
8,0_to_5,3,0.4098,0.4090,0.6485
9,0_to_5,4,0.4588,0.4446,0.7541
10,0_to_6,0,0.4388,0.4365,0.7215
11,0_to_6,1,0.4213,0.4213,0.6479
12,0_to_6,2,0.4248,0.4244,0.6676
13,0_to_6,3,0.4528,0.4546,0.6398
14,0_to_6,4,0.4336,0.4337,0.6706
15,0_to_7,0,0.4336,0.4331,0.7080
16,0_to_7,1,0.4301,0.4335,0.6544
17,0_to_7,2,0.4038,0.4052,0.6706
18,0_to_7,3,0.4668,0.4690,0.7044
19,0_to_7,4,0.4248,0.4237,0.6798
20,mean,-,0.4332,0.4327,0.6832
21,std,-,0.0267,0.0281,0.0361
